departure_time,arrival_time,flight_id,aircraft_id,itinerary_no,ticket_no,flight_cost,origin_airport,destination_airport,frequent_flier,travel_date,airplane_model,frequent_flier_no,passenger_name,passenger_country,tail_no,distance,turbulance,temp_at_dept,fuel_consumed_litre,taxi_duration_mins,avg_flight_speed_kmps,engine_performance,passenger_dob,passenger_flight_class
00:00:49,02:57:49,NUE80329,AI382,109155030,MU-61758-FV-666,3644.45,Joplin,La Vergne,False,2021-07-15,Fairchild Dornier 328JET,,Mathew,Tonga,I273XL,1830,0,-8.9,20445.1,114.0,837.7,14223,1987-12-31,business
18:09:49,20:12:49,WFE08929,AI215,162174388,YT-08399-LR-047,2678.89,Enterprise,Rutherford,False,2021-09-27,Mitsubishi Mu-2,,Odilia,Puerto Rico,W878RI,4293,1,-6.9,55163.9,98.0,1109.0,29742,1989-03-21,business
16:05:49,18:39:49,VYT41548,AI597,55919105,SD-68144-LG-056,5482.39,Fontana,Venice,True,2021-12-13,British Aerospace Jetstream 32,588859AC,Clifford,St. Helena,N044DT,3583,0,2.0,55485.9,47.0,994.8,27696,1972-01-12,executive
12:31:49,13:16:49,BHO44357,AI858,132997926,SA-97524-DM-791,7063.29,Boynton Beach,Tooele,False,2021-03-17,Cirrus SF50 Vision Jet,,Royce,Guatemala,G659SV,4616,0,-14.4,60327.2,33.0,1194.9,30293,1977-05-02,executive
02:17:49,02:47:49,TXK73917,AI830,130177133,GK-42884-EO-666,2952.2,Bixby,Susanville,True,2021-03-20,Ilyushin IL18,339625NY,Lakeesha,Laos,G299KK,3925,1,-11.7,65715.3,106.0,925.8,26255,1982-05-27,business
22:49:49,00:35:49,VSI22034,AI506,146849811,DU-36359-SA-987,5739.43,Garner,Tifton,False,2021-04-13,Honda HA-420,,Glynda,Samoa,L770IX,2703,0,-11.2,24052.4,26.0,935.3,20870,1982-11-07,business
16:58:49,18:33:49,OVD60480,AI500,16440817,TK-86181-XC-197,7243.71,Shelby,Lombard,False,2021-12-31,Cessna 162,,Dalton,Australia,F391IU,5512,0,1.8,65364.7,32.0,1063.4,46011,1994-07-22,premium economy
16:02:49,18:25:49,SBQ37995,AI223,85661595,BL-90340-XS-044,7689.82,Mandan,Forest Lake,False,2022-03-08,Gulfstream/Rockwell (Aero) Commander,,Rodolfo,Honduras,K422JQ,4763,0,9.8,61088.5,44.0,1217.9,26717,1981-09-11,business
23:12:49,00:56:49,MKX41818,AI055,113372262,DX-96663-YH-717,583.48,Laredo,Ramsey,True,2021-04-14,Boeing 737 MAX 9,209527XN,Gus,Mauritania,D247AE,1998,1,-1.4,27177.7,21.0,801.4,17023,1991-04-30,premium economy
14:12:49,15:39:49,QIR99125,AI402,63849414,DW-84721-WK-285,1378.31,Queen Creek,Hutchinson,True,2021-10-20,Boeing 757-200,141509PH,Olimpia,Cameroon,T025WN,6184,1,-9.7,68804.8,81.0,1660.2,52139,1990-12-24,premium economy
07:00:49,07:40:49,QFG94412,AI401,49296894,MK-26760-YW-619,1627.32,Ormond Beach,Hurst,False,2021-04-15,Cessna Citation VII,,Kiyoko,Albania,Y452ZE,4036,1,9.4,57978.3,74.0,1243.0,25712,1979-09-09,executive
22:57:49,01:38:49,KVO29373,AI219,72367905,UT-18179-FU-842,2951.52,Lexington,Elizabethtown,True,2021-07-23,Airbus A330-200,092833LJ,Jude,Tajikistan,T753CJ,3762,1,-9.4,69671.2,112.0,993.9,28118,1985-02-09,business
23:30:49,01:00:49,LVJ68458,AI483,66248394,ID-93576-CC-228,7556.68,Summerville,Franklin,True,2022-04-08,Tecnam P92 Echo,041959BI,Michale,Wallis & Futuna,F228KM,2397,0,-12.1,19084.2,74.0,907.4,15318,1965-01-30,executive
08:05:49,10:15:49,LPB00882,AI660,147088334,IF-17676-TM-644,500.73,Desert Hot Springs,Apache Junction,True,2021-10-29,Lockheed L-1049 Super Constellation,891524ZK,Melodee,St. Lucia,E672GH,1973,1,-8.3,21563.6,69.0,825.4,15667,1993-12-07,premium economy
19:25:49,21:34:49,EYC60389,AI821,150720736,DN-19418-BR-906,4662.44,Lynnwood,Lawrence,True,2021-09-06,Boeing 777-200 Freighter,165974YL,Elke,Guyana,Y627VG,6304,0,-5.2,57337.3,22.0,1726.8,55321,1994-07-17,premium economy
06:21:49,09:07:49,ZZO87937,AI250,114409041,FX-61363-GG-037,2769.66,Schaumburg,Concord,True,2022-05-04,Boeing 737 MAX 9,312259QX,Josue,Bahamas,L937PM,1737,1,-6.9,18080.4,83.0,801.1,16364,1994-05-25,premium economy
10:32:49,10:53:49,QEC69506,AI125,199628209,DZ-47337-RW-396,7830.6,Moorhead,El Dorado,True,2021-09-12,Douglas DC-10-10,377427KH,Mitchell,Guinea,F099IL,2724,0,-9.0,22807.0,75.0,903.9,25955,1980-07-24,business
21:33:49,22:23:49,BCF74252,AI054,73602507,VO-59669-NV-081,2162.22,Collierville,McAllen,False,2021-08-29,Tecnam P2008,,Len,Bermuda,M342WR,2393,1,-12.3,19974.9,83.0,941.0,17286,1993-03-02,premium economy
13:36:49,16:16:49,SQS36373,AI160,77119698,YH-53370-NB-226,6854.21,Caldwell,Poplar Bluff,False,2021-02-18,Tecnam P92 SeaSky,,Margaretta,Tunisia,D143RX,4701,0,-12.5,61654.2,65.0,1102.6,30356,1985-09-24,business
07:01:49,09:18:49,OQK39342,AI841,164619971,CD-25163-KE-232,2315.46,Americus,North Charleston,False,2022-05-10,Boeing 747-300,,Kourtney,Belgium,S569FN,2746,1,-11.8,24972.9,30.0,935.3,22803,1985-03-20,business
23:41:49,00:23:49,RVS19266,AI010,139178821,AE-95567-BX-111,1216.32,Bowie,Oxford,True,2021-09-14,Boeing 737 MAX 8,068478KU,Hyman,Monaco,B091UZ,6218,0,8.0,63804.8,63.0,1598.6,54870,1986-12-22,business
09:53:49,12:24:49,VYQ20732,AI684,44207972,QV-53905-SW-958,5732.69,Rockville,Fayetteville,False,2021-02-13,McDonnell Douglas MD-88,,Yulanda,U.S. Virgin Islands,Y906ZT,5582,0,-14.3,61796.8,51.0,1190.5,46442,1982-02-12,business
18:18:49,20:25:49,NRW56952,AI988,135889157,NK-42209-JT-819,2745.28,Hanover Park,Shelby,False,2022-02-24,Embraer Praetor 650,,Elvis,French Guiana,L225ET,5060,1,8.2,68395.5,46.0,1138.4,35859,1981-09-30,business
08:15:49,08:52:49,WZE16257,AI344,15523127,GZ-05298-SO-410,7976.49,Eagle Pass,Johnson City,False,2021-05-01,Antonov AN-28,,Junior,Azerbaijan,E274AC,5175,0,-2.0,57984.3,28.0,1081.6,41886,1980-12-22,business
13:16:49,13:51:49,GNY31925,AI641,12027680,LI-33282-AC-295,6775.2,Portsmouth,Kaysville,True,2021-06-13,Boeing 767-200,474599EJ,Celena,Christmas Island,W662BM,827,7,-7.6,7307.9,92.0,550.0,7326,1978-04-25,executive
11:49:49,14:38:49,UVJ86701,AI046,47883937,DA-47375-GG-519,3051.26,Shoreview,Sun Prairie,True,2021-09-30,Tecnam P2008,167603XW,Tomoko,Czech Republic,F570EB,2519,0,-5.5,22972.7,24.0,939.4,20926,1977-03-27,executive
20:50:49,23:26:49,KLZ09371,AI839,40219675,UC-73795-SA-282,4200.46,Key West,Harrisburg,True,2022-03-25,Cessna 172,380593TA,Jake,South Sudan,Z090UB,3767,0,-6.2,55047.1,58.0,950.7,26737,1989-09-07,business
20:04:49,21:06:49,IBS82105,AI924,113154714,IX-33651-RI-286,6454.9,Faribault,Coral Gables,True,2022-01-24,Boeing 737 MAX 7,010867BE,Pearle,Tuvalu,J836TB,3753,0,7.6,66414.7,47.0,986.4,27576,1970-11-16,executive
14:33:49,17:14:49,AYJ94933,AI982,66633317,MJ-17732-WG-148,7740.55,Palmdale,Downers Grove,True,2021-05-28,Saab SF340A/B,492453PQ,Clarence,Germany,Q428KT,6292,1,-7.1,65549.3,112.0,1496.3,52336,1973-12-09,executive
20:37:49,21:13:49,GTO51443,AI494,84082314,CC-02851-VM-841,5277.25,Dublin,Asheboro,True,2021-11-21,Embraer 190,801045WC,Lonnie,Fiji,M319LF,5937,1,1.0,57683.6,91.0,1287.3,43277,1971-10-18,executive
00:46:49,03:04:49,DBE61287,AI612,124076879,AC-88362-GY-066,2437.97,Fremont,Moline,True,2021-11-20,Airbus A319,859399XH,Rodrigo,Morocco,O219GI,5969,0,3.8,67879.5,91.0,1137.7,45077,1992-06-24,premium economy
14:19:49,16:52:49,WFI94183,AI551,138644521,JE-29649-MV-199,1492.97,Champlin,Yakima,True,2021-06-02,Team Rocket F1,889773FH,Kermit,Mexico,U248NJ,4678,1,-13.9,63932.2,44.0,1049.5,24389,1976-01-15,executive
03:49:49,05:03:49,ADO58289,AI602,147874783,JU-10052-CZ-859,6675.73,Moorhead,Rialto,True,2021-12-17,De Havilland Canada DHC-8-400 Dash 8Q,931434GG,Reynaldo,Kyrgyzstan,T085VK,4591,1,2.2,61603.6,117.0,1196.6,29712,1986-03-12,business
19:38:49,21:46:49,QCX98208,AI394,43659434,DQ-06372-UD-090,4574.84,Lake Charles,Thomasville,False,2021-10-27,Curtiss C-46 Commando,,Clifton,Brazil,J013AV,4788,1,-11.5,58026.6,48.0,1227.7,25116,1986-07-26,business
10:22:49,11:35:49,RHM18165,AI359,151229957,DQ-49144-JH-598,2431.83,Tallahassee,Pampa,True,2021-06-26,TL Ultralight TL-96 Star,001491UX,Mandie,Rwanda,M398HA,5150,0,-9.8,68719.3,44.0,1216.4,35064,1966-08-10,executive
12:12:49,14:22:49,PEF74980,AI425,162120314,AN-91953-YJ-158,3234.12,Titusville,Mission Viejo,False,2021-04-06,Shorts SD.360,,Rafael,Mayotte,L845BS,4265,0,-1.6,66547.8,17.0,1267.0,30719,1987-09-14,business
07:50:49,08:15:49,DYM43733,AI436,15996999,RZ-67407-VJ-528,2983.62,Corsicana,West Chester,False,2021-08-06,De Havilland Canada DHC-2 Beaver,,Sana,Italy,T590WD,6305,0,-7.4,58704.5,69.0,1662.7,55565,1972-08-09,executive
15:54:49,16:21:49,MNU61286,AI570,22371678,ET-44920-NW-147,2377.7,Largo,Wisconsin Rapids,False,2022-05-22,Hawker Siddeley HS 748,,Berry,India,R490OM,3077,1,-11.7,52025.1,114.0,975.3,25660,1974-04-30,executive
17:29:49,20:21:49,ETL79080,AI536,60974321,ML-22910-NY-460,6462.41,Bowie,Broken Arrow,False,2021-07-30,Boeing 777-9,,Ardelle,Slovakia,H161CL,611,8,-5.1,7406.1,98.0,744.6,7168,1979-02-22,executive
15:51:49,16:58:49,CVC15894,AI018,86938616,TF-59018-HV-766,1892.73,Bellingham,Plattsburgh,True,2021-04-24,Piper PA-31 Navajo,327129JR,Mica,Hong Kong SAR China,X943DX,4064,0,5.3,56734.7,38.0,1367.6,28136,1976-03-25,executive
21:57:49,23:50:49,GRO60420,AI913,125399212,JW-57466-FB-437,2462.97,Lawrence,Farmers Branch,False,2022-06-12,Cessna Citation CJ3,,Royce,Equatorial Guinea,W360AO,6286,0,-5.1,69650.4,42.0,1263.2,53547,1985-06-01,business
21:01:49,22:47:49,SFB45894,AI088,182552516,ZY-70576-MW-361,4466.43,Lawton,Grand Junction,False,2022-03-06,Boeing 757-300,,Delisa,Iran,L235VZ,4244,0,4.2,60997.9,56.0,1341.4,28811,1986-05-24,business
18:13:49,20:40:49,MMD32743,AI068,112865225,HC-65531-ZI-412,6060.45,Broadview Heights,Bensenville,False,2021-12-15,Airbus A310-200,,Isaiah,U.S. Outlying Islands,B935GW,4854,0,-11.8,68602.5,95.0,1018.4,24297,1980-07-29,business
17:06:49,19:16:49,CLV47653,AI609,29751100,MI-14620-CJ-899,1107.44,Elgin,Albany,False,2021-04-27,Embraer Legacy 600,,Bernie,Lithuania,J171EU,817,6,-12.4,7088.3,67.0,510.3,7687,1966-07-05,executive
22:12:49,23:52:49,LOE19918,AI359,96748711,EX-72196-VO-573,5275.41,Socorro,North Charleston,True,2021-09-15,Airbus A340-300,069539QN,Rolf,Honduras,X228XO,3159,1,-1.6,52373.3,56.0,933.6,29239,1984-05-22,business
22:20:49,23:30:49,GCB08788,AI977,88596724,WS-14201-ZQ-045,4305.64,Denison,Allen,True,2021-08-22,Shorts SD.360,724200PI,Adam,Germany,E076HM,1516,0,-5.9,21082.9,82.0,843.9,10800,1988-01-05,business
01:34:49,02:54:49,XCQ56610,AI023,61775446,LQ-82202-SW-852,6085.89,National City,Murrysville,False,2022-05-16,Douglas DC-10-10,,Lester,Tunisia,R396RF,1610,1,0.6,27412.5,17.0,849.1,17070,1969-09-13,executive
07:32:49,08:59:49,UUY22254,AI274,10285177,OI-01770-ON-009,987.98,San Bernardino,Lombard,True,2021-12-07,Embraer 170,475380JF,Ben,Estonia,P882LA,2135,0,4.1,18389.0,66.0,910.7,18640,1969-01-18,executive
07:25:49,10:07:49,DBQ03077,AI386,69103073,KQ-08863-VQ-791,3099.41,Longmont,Round Lake Beach,False,2021-09-02,Embraer Phenom 300,,Fredricka,Guinea,D733KB,1253,7,-13.7,14505.0,43.0,822.3,15251,1983-01-11,business
14:29:49,16:18:49,FBZ38578,AI946,180540155,MM-05385-WK-916,3725.75,Desert Hot Springs,Socorro,True,2022-01-15,De Havilland Canada DHC-2 Turbo-Beaver,856217MZ,Kimbra,Afghanistan,O373SX,2422,1,-11.4,18662.8,79.0,901.0,19362,1969-06-20,executive
04:59:49,07:51:49,VOT57950,AI527,55197882,CQ-28330-UE-336,4193.83,Montclair,Hilton Head Island,True,2021-12-10,Embraer Legacy 450,267628WQ,Ira,Sudan,A360NU,2768,0,-9.1,24255.2,110.0,949.8,27128,1994-08-20,premium economy
09:04:49,11:51:49,MPQ76959,AI042,73466314,AG-15257-NX-599,5618.34,Clarksville,Miami,True,2022-06-09,Airbus A330-900neo,073347ZL,Deangelo,St. Barthélemy,Q169UZ,1360,8,-11.8,12870.5,96.0,846.6,12718,1978-03-28,executive
17:02:49,18:05:49,NTH11894,AI688,199883138,WX-97441-DZ-225,7600.3,Naples,Tyler,True,2022-03-08,Airbus A380-800,557399BH,Peter,Israel,N178WJ,3400,0,2.9,69030.7,69.0,962.4,27489,1995-04-12,premium economy
21:39:49,23:14:49,BHM51526,AI647,81847312,OG-81437-BI-358,7638.68,Banning,Asheville,True,2021-04-20,Airbus A340-500,943818EH,Chery,Kuwait,E428KR,6116,1,0.4,63530.0,58.0,1690.2,55376,1971-04-15,executive
04:19:49,05:07:49,ZGP44725,AI629,126258765,BC-20245-XM-074,5648.64,Rancho Cordova,Hilliard,False,2021-02-06,Tecnam P2012 Traveller,,Eura,Kyrgyzstan,Z746TH,6466,0,4.8,69415.9,33.0,1575.0,52954,1982-09-27,business
02:43:49,02:59:49,WVE03415,AI755,189344817,CL-28031-OW-862,5351.07,Fountain,South Euclid,False,2022-02-11,Embraer Praetor 600,,Johana,Uzbekistan,V955QU,1156,7,0.4,13657.7,86.0,849.5,15849,1969-05-08,executive
23:47:49,00:42:49,TDT56943,AI833,173773206,KX-44818-NE-154,5389.4,Orem,Redondo Beach,True,2022-02-20,Ilyushin IL86,758535HM,Sammy,St. Lucia,A142NX,6405,1,-9.6,68641.1,72.0,1295.2,51011,1979-03-03,executive
16:24:49,16:50:49,AXR50361,AI349,191955510,TL-28463-TI-314,470.78,Bellflower,Council Bluffs,False,2021-03-25,Embraer Lineage 1000,,Matha,Kyrgyzstan,X772LR,3522,0,-8.8,63751.4,80.0,914.6,25600,1979-09-26,executive
04:55:49,07:10:49,IAK02669,AI542,15560484,MY-83555-ZE-180,2130.76,Blue Springs,Gulfport,False,2021-08-21,Tupolev Tu-214,,Brandon,Venezuela,V466OL,3842,1,3.7,56049.1,21.0,923.0,25267,1990-10-12,premium economy
04:21:49,06:52:49,RGX84467,AI817,57826695,FQ-52856-JQ-784,4194.41,Riviera Beach,Elkhart,False,2022-05-17,Fairchild Dornier Do.328,,Yung,Peru,Y416LG,4042,0,-5.4,60823.9,26.0,1192.5,24832,1975-07-18,executive
03:13:49,03:37:49,ATV16734,AI240,53424414,BL-51393-XQ-044,3446.05,Pasadena,Kirkland,True,2022-03-21,Boeing 727-200,483688WA,Leana,Hungary,I454DP,1167,8,-14.3,12715.9,58.0,845.6,12579,1965-07-01,executive
20:33:49,22:02:49,ZQG82774,AI076,31081607,LK-30702-BC-253,5159.84,Berkeley,Alsip,True,2021-05-01,CASA/IPTN CN-235,447407OQ,Eusebio,Italy,R223QC,2625,0,-5.9,24980.0,106.0,942.3,20974,1975-08-13,executive
11:50:49,12:21:49,DYM40398,AI770,96355981,UY-31365-SN-318,6298.13,Bayonne,Utica,False,2021-12-23,Tecnam P2010,,Carl,Trinidad & Tobago,B978OH,2996,0,-9.1,23847.8,76.0,911.7,21838,1978-12-05,executive
02:58:49,04:09:49,XJQ75307,AI570,39365289,QN-06962-EF-984,6330.34,Frederick,Johnstown,False,2022-04-15,Partenavia P.68,,Shantay,British Virgin Islands,S360DA,2473,1,2.2,19242.5,51.0,936.6,16750,1966-07-16,executive
07:42:49,08:35:49,AQP23796,AI807,153793573,HV-30457-UD-229,6091.87,Niles,Akron,True,2022-02-17,Learjet 35,049345PO,Donald,Trinidad & Tobago,D776WV,2966,1,2.7,23546.6,67.0,946.8,26517,1994-12-10,premium economy
07:11:49,08:55:49,FYS11914,AI060,18442109,HE-03888-ZD-800,7303.93,Hialeah Gardens,Garland,False,2021-07-24,Boeing 787-8,,Reginald,Japan,N320OR,1424,3,-7.3,12943.7,22.0,832.8,15428,1974-09-21,executive
17:58:49,20:26:49,VLA24708,AI409,110406307,GI-89715-YX-621,4062.97,Goleta,La Vergne,False,2021-06-21,Fokker 70,,Julienne,Grenada,Y450II,6378,1,8.4,55194.4,19.0,1710.3,53982,1984-11-29,business
00:57:49,02:07:49,ZLE87005,AI055,39825021,EQ-05959-IT-908,7007.18,Massillon,Castle Rock,False,2022-01-25,Boeing 737 MAX 9,,Ramonita,Iran,H017QI,2897,1,-14.0,23972.6,91.0,937.3,25409,1995-10-04,premium economy
17:20:49,18:14:49,SDA71859,AI183,23969623,IT-82028-XT-139,4813.15,Hamilton,Chattanooga,True,2021-10-02,Airbus A330-900neo,909093OE,Herschel,Nicaragua,V544BU,6100,1,-6.5,64206.8,106.0,1417.9,53669,1973-10-10,executive
22:58:49,01:18:49,GSQ91040,AI363,134359592,XD-24522-KG-043,6509.57,Akron,Sherman,False,2021-09-05,Douglas DC-9-30,,Hiram,Paraguay,B915UE,3647,1,9.6,65399.3,93.0,964.9,26127,1975-06-28,executive
18:40:49,20:56:49,CDD27038,AI649,18619858,MU-87988-IE-588,1803.07,Surprise,Tinton Falls,False,2021-07-13,Boeing 757-200,,Melani,Isle of Man,F835CG,593,8,-14.1,7013.3,76.0,671.6,7893,1985-05-28,business
08:39:49,11:38:49,FHW32659,AI528,124823082,AI-16448-QT-466,6111.92,Arlington Heights,Rowlett,True,2021-10-28,Boeing 737-900,710798CU,Graham,Bahamas,N291QD,1380,2,7.9,12728.7,113.0,808.8,10663,1987-03-27,business
15:05:49,17:51:49,SQT57301,AI928,44088923,CR-77423-IC-458,7931.86,Glendale Heights,Kissimmee,False,2021-06-04,Embraer 170,,Shalanda,Luxembourg,B954KR,972,7,-11.3,7456.8,110.0,559.9,7223,1982-08-04,business
06:22:49,09:17:49,DGQ74794,AI056,21464766,KI-46800-GI-282,5943.4,Wisconsin Rapids,Brookfield,False,2021-06-19,Embraer RJ140,,Celsa,Réunion,T145FD,2840,1,-10.1,23766.0,86.0,902.3,22539,1978-03-07,executive
12:28:49,13:05:49,XQK59788,AI796,105080277,UH-06775-QP-298,5267.74,Temple,Rochester,True,2022-04-12,Gulfstream G280,859470AE,Dalila,Yemen,N079TQ,1420,6,8.7,15655.8,99.0,834.2,13226,1981-04-09,business
22:18:49,23:43:49,NXH60647,AI947,71580156,DI-06318-LD-944,2413.29,Sioux Falls,Palos Hills,True,2021-10-08,Boeing 737 MAX 7,449999EV,Isadora,India,P863ED,4274,1,-5.2,57646.5,109.0,1125.2,25107,1972-02-04,executive
11:58:49,12:46:49,HLX41997,AI333,30020268,FY-78286-LM-891,951.72,Suffolk,Huntington Beach,False,2021-06-16,McDonnell Douglas MD-11F,,Crystle,St. Pierre & Miquelon,Q632YB,5215,0,-11.7,69106.9,45.0,1159.6,36467,1978-09-05,executive
10:23:49,10:51:49,UIV12053,AI182,68374752,GT-34154-VZ-666,7067.97,Des Plaines,Oswego,False,2021-09-22,Airbus A350-900,,Dinorah,Montenegro,R723KL,1618,1,-12.6,21549.5,33.0,815.2,12237,1969-01-02,executive
10:15:49,12:12:49,NXN64779,AI500,27500661,VN-99069-VO-593,3767.56,Pearland,Sunrise,True,2022-02-23,Pilatus PC-12,709375NP,Jolyn,Costa Rica,W511DD,2564,1,5.0,23543.5,105.0,936.1,26584,1994-12-24,premium economy
16:06:49,16:31:49,IAO83637,AI727,70334723,WR-88510-IN-203,3197.68,Petaluma,Temple,False,2022-03-29,Boeing 767-300,,Aleisha,Qatar,Z717LS,1635,1,-10.3,17846.2,26.0,818.9,15671,1987-10-19,business
20:16:49,22:48:49,JKQ16580,AI082,87606050,TT-67163-CK-187,6602.6,Eugene,East Ridge,True,2021-06-23,Lockheed L-1049 Super Constellation,537135ZA,Jamie,Georgia,F354BE,1361,4,-5.7,12005.8,92.0,817.8,17822,1975-01-23,executive
00:15:49,00:45:49,SBA92325,AI550,68730960,OK-75091-YX-773,4161.42,Pittsburgh,Myrtle Beach,True,2022-03-03,Gulfstream/Rockwell (Aero) Turbo Commander,312082VJ,Donte,Guadeloupe,J708VZ,6441,1,-7.0,57228.8,101.0,1439.0,59435,1984-01-23,business
18:05:49,18:21:49,HPM02460,AI466,139910602,VK-79903-EO-480,4394.34,Hopewell,Southaven,False,2021-10-11,TL Ultralight TL-96 Star,,Isaias,Guadeloupe,M632EH,3301,0,-1.8,61622.5,75.0,963.5,29128,1966-08-18,executive
09:04:49,11:32:49,SRB85289,AI360,192814181,ZF-31552-GC-857,4247.51,Grandview,Sheridan,False,2021-02-24,Tupolev Tu-134,,Rachal,Liberia,N682XV,1462,2,-13.9,15487.4,44.0,844.2,17977,1987-10-26,business
19:11:49,19:28:49,MBI30804,AI164,176716027,DD-97200-OP-045,3646.29,Beverly,Malden,True,2021-02-17,De Havilland Canada DHC-2 Turbo-Beaver,974665RY,Shavonda,Dominican Republic,G156RU,2537,0,-10.4,22869.3,54.0,927.9,19966,1992-06-01,premium economy
10:30:49,12:31:49,CKK65928,AI555,156444927,BW-52159-FP-757,6426.94,Tacoma,Chandler,False,2022-03-16,McDonnell Douglas MD-83,,Obdulia,Mauritius,B515YS,3502,1,-13.1,59784.1,93.0,909.8,25063,1991-11-22,premium economy
21:39:49,23:20:49,RNB16232,AI194,56840425,BM-49155-UO-065,7793.62,Carlisle,Tracy,False,2021-02-04,Ilyushin IL18,,Herta,Mauritania,Q510ED,1396,6,-10.6,16877.4,72.0,821.8,10218,1972-12-03,executive
14:04:49,14:51:49,IFT00673,AI128,132685544,TD-84031-PL-035,3207.34,Winter Haven,Lynnwood,True,2022-02-21,Team Rocket F1,286206DP,Lino,United States,P415LA,2063,0,6.1,19853.0,59.0,935.1,17859,1973-08-20,executive
19:26:49,22:13:49,TFA15783,AI797,99366017,SA-05352-HY-085,1533.54,Farmington Hills,Wheat Ridge,False,2021-12-06,Cessna 172,,Roxy,Cocos,Z504RA,1747,1,4.7,25706.1,70.0,848.8,11570,1968-08-25,executive
21:28:49,21:39:49,FJZ95585,AI626,22539083,SB-11302-LD-707,7545.47,Buckeye,Wilkes-Barre,True,2021-06-08,Boeing 747-300,883648DO,Georgeanna,Guinea,P203JA,1448,5,-5.0,16649.3,84.0,848.6,14650,1969-06-22,executive
15:11:49,16:41:49,KEH81714,AI741,138833107,WO-43508-IZ-945,5813.94,Oakland,Mercer Island,False,2022-02-13,Lockheed L-1011 Tristar,,Jenette,Bangladesh,V491CY,6050,0,9.3,62798.5,69.0,1241.4,51596,1978-04-11,executive
08:42:49,11:06:49,GNC90554,AI179,121781967,ZL-00323-MG-041,6306.05,Toledo,Johnstown,False,2021-06-29,De Havilland Canada DHC-5 Buffalo,,Codi,Dominican Republic,W410UT,6407,0,-9.4,69668.0,32.0,1498.6,52243,1967-09-20,executive
20:42:49,22:09:49,JXJ21638,AI898,84200759,YI-37915-CM-939,4430.85,Forest Lake,Upper Arlington,True,2021-03-04,Shorts SD.330,091326WL,Jack,Belize,E891XY,1333,6,8.5,12653.4,43.0,827.9,11745,1978-04-16,executive
01:56:49,04:20:49,SEW93160,AI835,38140547,RY-47594-YO-125,5432.26,Altamonte Springs,Parkland,True,2021-10-06,Canadair Regional Jet 700,870109EA,Fae,French Guiana,F014KU,558,8,-5.6,7078.4,118.0,680.0,6427,1987-04-25,business
14:49:49,17:18:49,XFU15495,AI556,14477352,BQ-75670-SB-379,5455.24,Albany,Lynnwood,False,2021-12-20,Airbus A321,,Agustin,Costa Rica,Q702UX,717,2,5.9,7007.5,62.0,729.4,6530,1978-11-11,executive
20:53:49,22:25:49,JEZ54013,AI121,150982812,RY-30977-DQ-840,2538.77,Norristown,Anniston,False,2022-03-22,Douglas DC-8-62,,Lance,Turkey,X438YX,2356,0,-13.2,18945.4,106.0,948.0,19106,1977-01-19,executive
19:43:49,20:07:49,VBA32610,AI262,138889900,EC-18438-NY-626,3671.05,Bend,La Verne,True,2021-03-22,Canadair Challenger,624355CF,Otelia,Namibia,D172PP,1799,1,7.7,24886.5,22.0,824.9,10268,1975-08-26,executive
21:03:49,22:13:49,TOC05822,AI477,121110819,IG-18376-WU-615,4242.08,Walker,Darien,False,2021-02-05,Tecnam P2006T,,Rubi,Antarctica,U070UO,3741,1,4.8,60530.2,28.0,979.9,28495,1968-12-23,executive
01:04:49,03:57:49,TYQ38649,AI733,186608409,XC-04154-QI-859,4376.68,Pittsfield,Hazel Park,False,2022-05-28,Gulfstream/Rockwell (Aero) Commander,,Liberty,Malawi,X024VB,3524,0,-13.8,68768.8,26.0,947.5,29724,1982-10-21,business
06:06:49,08:25:49,VPL14502,AI424,23033189,ZS-89044-ZI-014,7951.26,Mission,Friendswood,True,2021-11-22,Douglas DC-9-20,313960OE,Erline,Uganda,B723MU,3650,1,-12.1,58726.9,96.0,941.8,28289,1974-12-01,executive
04:18:49,05:10:49,PSB92996,AI329,111402321,CM-19232-VK-343,2259.43,Porterville,Chino Hills,True,2022-05-27,Boeing 787-8,922718OU,Faviola,Hong Kong SAR China,W502GQ,1279,6,8.4,12597.9,106.0,843.2,17868,1972-02-22,executive
04:53:49,07:04:49,MIM96279,AI681,167063270,OV-81294-QV-470,3741.82,Plantation,Benbrook,True,2021-05-08,Cessna Citation III,863058SM,Charise,Vatican City,W533KF,1013,4,-10.7,17726.2,34.0,835.1,13955,1974-02-21,executive
21:41:49,00:27:49,UYZ32997,AI586,62219148,NU-84349-MH-717,3436.7,Friendswood,Takoma Park,True,2021-07-13,Pilatus PC-6 Turbo Porter,422593KM,Jamey,United Arab Emirates,A164OT,1213,2,-5.8,14763.8,16.0,827.4,14100,1980-10-14,business
15:57:49,16:21:49,CUG52239,AI210,159811158,YB-20791-KQ-061,7457.85,Seminole,Manitowoc,False,2022-01-10,Canadair Regional Jet 900,,Particia,Greece,C888RO,3183,1,-6.6,53985.0,40.0,973.1,26593,1991-01-17,premium economy
09:43:49,11:37:49,BRH19650,AI534,161179410,JV-19651-WK-553,469.02,Boulder,Hayward,False,2022-05-19,Cessna Citation VI,,Oscar,Barbados,Z904HD,877,3,-5.2,7335.7,50.0,567.9,7129,1980-09-05,business
