applicant_id,applicant_name,applicant_gender,applicant_dob,applicant_country,applicant_qual_test_score,applicant_high_school_GPA,scholarship_grade,scholarship_pct,interview_date,interview_score,admission_date,institute_ids,course_name
210011,Vaughn,Male,2007-09-30 12:24:09.002455,San Marino,611.48,8.2,J,35.0,2019-05-01,76.67,2016-09-06 06:31:50.620741,SSSN790,Finance
210012,Carisa,Female,2008-09-15 23:58:52.161611,Honduras,951.19,6.3,H,45.0,2018-04-05,97.8,2024-03-12 01:25:33.249563,NSTS770,Finance
210013,Detra,Female,2010-10-27 11:37:34.040886,Bolivia,996.0,9.8,A,80.0,2019-09-29,92.58,2020-05-02 12:00:24.669606,ANID185,Psychology
210014,Cesar,Male,2003-08-06 20:49:56.628910,Antarctica,672.99,5.2,J,35.0,2023-02-13,84.22,2017-04-23 01:57:23.694575,TTST775,Arts
210015,Waylon,Male,2006-05-22 08:26:21.567589,Marshall Islands,629.04,8.4,J,35.0,2017-06-25,74.78,2017-09-08 22:46:51.649231,IIIT795,Civil Engg
210016,Elvin,Female,2010-01-14 22:03:19.712400,Monaco,950.39,5.6,J,35.0,2016-01-27,87.34,2017-06-11 02:00:22.238268,TINI755,Aerospace Engg
210017,Hien,Male,2003-10-16 22:32:29.523519,United Kingdom,743.05,7.7,H,45.0,2017-02-08,97.36,2023-01-28 21:43:27.097324,ITTI720,Aerospace Engg
210018,Elwood,Female,2006-12-06 06:25:57.541558,Ascension Island,897.2,7.9,C,70.0,2023-12-10,93.91,2021-05-07 12:15:00.792961,UREE368,Environmental Sc
210019,Brooks,Other,2003-11-15 08:26:50.848559,Thailand,713.64,6.6,H,45.0,2020-03-14,78.4,2018-11-20 00:41:37.047359,INST777,Linguistics
210020,Jarrod,Other,2002-10-31 21:09:05.935149,Kosovo,777.8,6.7,G,50.0,2021-05-29,91.65,2024-08-02 07:54:12.804224,SSNI756,Electrical Engg
210021,Armando,Male,2003-09-03 00:53:09.188133,Maldives,532.85,5.8,J,35.0,2019-02-14,97.4,2017-01-25 12:33:32.098258,NINI749,Philosophy
210022,Columbus,Female,2010-11-10 02:53:03.238671,Djibouti,933.99,5.8,J,35.0,2015-12-28,75.43,2015-03-23 19:44:13.300020,SSTN719,Environmental Sc
210023,Wesley,Female,2007-01-30 04:03:44.784586,Timor-Leste,760.69,9.2,G,50.0,2018-06-28,73.57,2023-05-03 07:15:12.643145,ISTI789,International Business
210024,Aurore,Female,2002-08-19 16:17:41.363117,Albania,703.99,6.1,H,45.0,2025-04-13,85.92,2018-10-13 00:33:46.587671,NIIS728,Psychology
210025,Letisha,Female,2005-05-01 17:16:51.857251,Colombia,918.97,7.3,B,78.0,2021-04-30,91.55,2015-09-30 00:28:17.846378,MARM223,Journalism
210026,Elroy,Other,2010-09-24 16:55:36.466450,Macedonia,769.52,5.2,J,35.0,2015-05-20,78.06,2020-04-15 11:36:33.247691,SNSN795,Civil Engg
210027,Isa,Male,2006-01-16 17:19:11.196959,Pakistan,991.7,8.4,A,80.0,2015-10-27,89.56,2019-06-08 23:25:42.300136,NIDA178,Arts
210028,Alica,Other,2003-12-11 08:36:42.513221,Oman,684.68,5.1,J,35.0,2017-02-06,90.45,2018-01-13 04:48:07.918974,NNSN721,Civil Engg
210029,Muoi,Male,2009-04-19 22:00:02.132746,Antarctica,923.28,5.6,J,35.0,2019-04-17,94.26,2024-02-09 16:50:36.083057,NNNS773,Psychology
210030,Celsa,Female,2002-03-13 23:45:41.623733,Jersey,904.11,9.1,B,78.0,2020-12-22,91.43,2023-02-16 05:30:34.998632,AARE202,International Business
210031,Tad,Female,2008-07-02 12:16:40.300529,Bulgaria,789.02,6.5,H,45.0,2017-08-25,77.59,2021-01-19 05:20:31.582459,TNTT774,Business Adm
210032,Darius,Other,2000-05-24 07:04:05.992787,Serbia,664.2,9.8,I,40.0,2015-11-26,92.03,2020-05-10 20:46:51.118050,TNNI737,International Business
210033,Jeannetta,Female,2001-01-31 03:46:03.607507,Congo - Brazzaville,912.06,7.4,B,78.0,2025-02-10,70.91,2018-06-17 14:54:54.211822,RAMM251,Aerospace Engg
210034,Aleida,Other,2003-12-16 00:03:11.898817,Nepal,918.08,6.8,G,50.0,2025-09-27,85.23,2020-04-21 04:47:11.708427,STII711,Environmental Sc
210035,Kazuko,Female,2007-05-19 18:08:50.199524,Cuba,644.95,9.1,J,35.0,2025-01-12,89.83,2019-11-09 23:57:45.977904,NSST720,Arts
210036,Celsa,Other,2000-01-16 00:29:39.309685,Falkland Islands,631.62,8.1,J,35.0,2022-11-23,95.41,2017-09-30 00:29:27.639512,IIIN757,Arts
210037,Lezlie,Other,2004-02-13 00:05:45.282761,Senegal,861.54,8.4,C,70.0,2016-08-20,95.7,2023-06-09 04:20:52.039616,UEER374,Finance
210038,Lurline,Female,2003-09-20 09:40:24.981441,Afghanistan,782.42,5.3,J,35.0,2015-01-28,94.09,2015-07-23 07:24:38.385303,TSNS784,Electrical Engg
210039,Philip,Other,2007-03-18 08:32:05.291341,Mozambique,589.91,6.0,J,35.0,2023-06-17,89.78,2025-03-12 01:39:32.322090,STNN720,Civil Engg
210040,Nakita,Female,2003-12-04 14:21:54.541730,Mongolia,685.98,8.8,J,35.0,2018-03-13,78.92,2016-08-12 12:50:23.798598,TNNN776,Finance
210041,Tamiko,Male,2000-02-13 07:24:09.116936,Lithuania,541.07,5.4,J,35.0,2017-01-08,87.86,2018-05-06 17:57:03.860120,STIS734,Journalism
210042,Keena,Male,2002-10-15 07:40:08.298815,Diego Garcia,887.09,6.8,G,50.0,2023-06-15,91.61,2017-12-21 01:50:04.588795,SSTT745,Business Adm
210043,Etsuko,Other,2001-05-26 11:05:32.283534,Sri Lanka,641.14,6.6,J,35.0,2017-08-28,88.38,2021-09-28 17:10:15.829670,NSII769,Finance
210044,Phillip,Male,2000-07-10 23:37:23.235010,Australia,897.41,5.2,J,35.0,2024-06-18,87.63,2022-04-09 07:32:10.190710,STTS708,Arts
210045,Estefana,Female,2007-06-02 17:35:55.987611,Nigeria,914.62,6.6,G,50.0,2020-02-19,77.35,2022-10-11 04:43:14.977621,SNST703,Finance
210046,Clair,Other,2008-03-05 22:35:50.656608,Brunei,844.79,5.5,J,35.0,2018-08-28,83.78,2025-09-03 04:51:14.596562,INSS773,International Business
210047,Russell,Female,2002-03-03 06:43:59.189296,Algeria,507.4,6.7,J,35.0,2015-11-23,76.1,2022-08-01 06:51:52.504261,INNT797,Business Adm
210048,Ali,Other,2000-04-29 12:51:44.098362,Diego Garcia,547.87,9.6,J,35.0,2025-06-30,85.01,2015-07-19 18:45:02.877926,ISIN770,Linguistics
210049,Denny,Other,2008-11-21 02:35:49.812513,Micronesia,682.3,9.7,I,40.0,2022-01-17,88.75,2021-11-03 15:57:02.417951,TINS793,International Business
210050,Randall,Other,2000-10-27 09:58:57.828088,Yemen,526.77,7.5,J,35.0,2018-06-02,80.6,2015-10-30 21:44:16.984273,TSSN733,Arts
210051,Alfonso,Male,2009-01-20 09:47:50.578955,South Africa,962.33,8.3,A,80.0,2020-01-06,82.26,2023-04-26 18:18:06.526732,NDDI179,Electrical Engg
210052,Pedro,Other,2005-10-29 17:13:53.314531,Macedonia,804.01,6.9,G,50.0,2023-08-05,94.82,2017-09-28 02:48:36.215584,NISS728,Aerospace Engg
210053,Chang,Female,2005-06-23 04:42:09.802103,Swaziland,579.82,6.7,J,35.0,2016-12-17,93.9,2016-02-14 03:27:03.330253,SNSI746,Psychology
210054,Jamika,Female,2004-06-06 09:29:04.787263,U.S. Virgin Islands,945.63,5.9,J,35.0,2024-07-18,96.92,2017-05-25 07:25:18.610322,TSIN771,International Business
210055,Myesha,Male,2009-03-13 23:17:49.802041,Canary Islands,561.11,8.7,J,35.0,2025-07-16,81.01,2015-06-18 18:18:01.032832,TTNS744,Environmental Sc
210056,Rodney,Male,2009-02-28 09:18:39.639616,U.S. Virgin Islands,641.6,6.9,J,35.0,2015-07-30,89.43,2016-07-12 22:08:07.116477,TNIS762,Philosophy
210057,Emory,Male,2007-02-16 16:30:05.190334,Japan,920.7,5.0,J,35.0,2018-11-06,95.63,2020-08-01 14:35:49.108495,NTSI763,Civil Engg
210058,Jimmy,Female,2004-10-13 06:05:23.041001,Greece,858.73,7.5,D,65.0,2023-04-28,70.16,2019-12-25 19:20:19.716748,JAPP480,Linguistics
210059,Debbi,Male,2008-11-09 03:33:57.145146,Ascension Island,694.87,9.0,J,35.0,2017-03-04,86.87,2018-03-13 00:36:09.897207,IIII786,Electrical Engg
210060,Jetta,Other,2004-03-22 03:05:20.606220,Guernsey,705.46,9.9,H,45.0,2024-09-03,94.64,2022-05-16 01:32:05.034024,NNNT743,Psychology
210061,Ranee,Male,2000-07-20 18:11:06.126232,Jordan,750.77,9.6,G,50.0,2019-11-19,74.78,2021-10-19 17:18:22.789748,STNN701,Computer Engg
210062,Gale,Female,2008-07-24 07:48:43.919467,South Korea,870.92,10.0,C,70.0,2015-08-31,83.62,2021-11-22 22:00:47.873907,RUUR366,Linguistics
210063,Rogelio,Male,2010-12-23 03:51:17.960744,Tajikistan,817.26,9.6,E,60.0,2015-01-10,87.84,2021-10-16 17:24:45.295024,MRMM599,Psychology
210064,Angeles,Other,2009-11-11 11:03:01.085786,Ghana,905.62,7.4,B,78.0,2021-06-20,90.25,2016-12-31 17:00:52.720888,RARM256,Electrical Engg
210065,Wilber,Male,2010-07-27 05:21:40.518408,Azerbaijan,684.09,9.9,I,40.0,2020-07-15,86.55,2020-04-25 17:53:59.604386,TTSN758,Arts
210066,Emmitt,Male,2001-10-26 22:57:09.841178,Yemen,520.37,5.9,J,35.0,2017-03-23,70.85,2017-03-03 04:54:17.566948,TTTN760,Environmental Sc
210067,Mitzie,Male,2002-04-07 01:06:36.624411,Åland Islands,906.44,9.2,B,78.0,2021-02-11,90.74,2021-10-24 05:28:30.306447,MRRA240,Arts
210068,Merrill,Other,2008-09-21 06:36:44.147788,Guinea-Bissau,882.82,8.4,C,70.0,2015-01-20,83.96,2015-12-29 01:54:53.392907,UUEE305,Civil Engg
210069,Jerold,Male,2003-12-18 21:24:02.770564,Haiti,594.81,9.2,J,35.0,2018-11-21,98.61,2017-05-19 04:31:58.208408,TTTT760,Linguistics
210070,Idell,Female,2001-03-12 23:24:03.340982,Puerto Rico,691.23,8.4,J,35.0,2019-07-16,75.39,2025-09-07 13:09:53.772305,TIST798,International Business
210071,Petronila,Male,2005-01-04 00:01:41.852028,American Samoa,963.12,7.3,A,80.0,2017-02-27,95.05,2021-04-06 13:42:05.163323,DNIA122,Computer Engg
210072,Damien,Other,2009-09-18 23:42:25.999525,Sweden,603.92,9.5,J,35.0,2025-01-16,78.75,2017-11-09 20:18:18.054246,IISN747,Philosophy
210073,Isaiah,Female,2003-01-10 12:20:35.793785,Guam,614.79,6.0,J,35.0,2019-05-31,75.91,2023-01-18 02:25:24.540227,NSIT751,Business Adm
210074,Gennie,Female,2007-09-20 20:38:48.515710,United Arab Emirates,671.72,7.9,J,35.0,2019-07-17,76.52,2022-01-15 15:56:25.259231,TSIN775,International Business
210075,Jarrod,Female,2010-07-15 15:28:58.176423,Papua New Guinea,926.79,9.2,B,78.0,2019-03-26,77.35,2015-03-30 10:21:29.154585,MARM257,Business Adm
210076,Nohemi,Other,2006-12-16 17:28:42.266930,Guadeloupe,802.89,9.8,E,60.0,2024-01-12,75.51,2025-05-28 07:28:35.432668,MRRS546,Aerospace Engg
210077,Curtis,Female,2000-08-14 17:43:55.645299,Mauritania,623.7,7.2,J,35.0,2020-04-13,88.01,2024-09-21 08:31:41.391212,STTS719,Linguistics
210078,Quyen,Other,2006-06-11 02:58:28.334169,Botswana,634.61,6.6,J,35.0,2015-06-28,76.03,2020-05-09 22:42:24.916760,SSNI755,International Business
210079,Verline,Other,2003-05-07 17:52:33.666064,Burkina Faso,872.46,9.6,C,70.0,2019-12-24,70.22,2025-02-04 09:21:32.140772,RRUU301,Journalism
210080,Ruthanne,Male,2008-01-16 07:36:27.802931,Micronesia,922.39,8.3,B,78.0,2020-11-14,73.2,2025-04-04 08:16:26.172670,MMAR265,Civil Engg
210081,Harmony,Female,2009-12-20 00:12:32.826930,Pitcairn Islands,778.26,8.2,G,50.0,2019-04-17,78.16,2023-05-03 15:43:17.910193,NNNI707,Aerospace Engg
210082,Linn,Male,2003-03-04 18:27:44.768704,Uzbekistan,940.13,8.6,B,78.0,2015-01-04,75.77,2018-03-04 22:27:26.978793,MAAR298,Philosophy
210083,Theo,Other,2005-04-29 21:50:30.125154,Swaziland,974.23,6.5,H,45.0,2024-01-05,97.5,2024-05-25 08:11:04.779686,NNTN730,International Business
210084,Bryant,Female,2006-06-10 18:28:05.543472,Pitcairn Islands,663.3,5.5,J,35.0,2020-04-24,82.69,2018-09-22 00:02:49.147042,NTNN748,Business Adm
210085,Leon,Male,2005-02-10 00:13:22.696839,Israel,970.31,5.2,J,35.0,2016-04-20,93.87,2019-12-18 20:02:11.743600,TITT783,Electrical Engg
210086,Sanford,Female,2006-10-22 09:31:45.067661,Yemen,854.36,6.5,H,45.0,2015-09-29,79.9,2025-03-06 16:23:39.745211,TNSI743,Linguistics
210087,Jordan,Female,2009-01-27 11:32:52.382349,St. Pierre & Miquelon,865.75,7.9,C,70.0,2015-05-02,98.77,2020-07-16 19:17:17.607411,REUR361,Civil Engg
210088,Valentine,Other,2004-12-29 00:31:27.722995,Brazil,587.67,5.0,J,35.0,2024-08-24,92.56,2017-01-25 04:06:08.082905,IIII721,Philosophy
210089,Keitha,Male,2010-09-17 07:37:57.607948,St. Lucia,960.48,8.2,A,80.0,2025-03-10,76.24,2023-03-14 23:09:25.522373,IANA129,Arts
210090,Jacki,Female,2007-03-10 17:10:57.996211,New Zealand,871.22,9.6,C,70.0,2020-11-02,86.67,2025-11-28 21:55:31.815420,URER307,Philosophy
210091,Jaime,Female,2008-05-28 21:58:06.299697,United States,633.96,6.2,J,35.0,2025-02-11,90.6,2023-03-02 03:16:49.284596,NISN798,Finance
210092,Elli,Male,2001-05-21 20:14:37.936886,St. Lucia,847.75,7.6,E,60.0,2024-10-12,70.94,2022-12-12 05:25:07.097702,SAMR572,Journalism
210093,Lester,Other,2008-08-03 07:50:17.236362,Swaziland,654.37,5.9,J,35.0,2015-08-21,73.63,2016-06-01 19:37:26.412629,SINN715,Psychology
210094,Nathaniel,Male,2008-12-14 08:11:27.050620,Cyprus,572.73,8.6,J,35.0,2025-09-08,86.53,2025-08-12 11:09:30.809208,STIN768,Philosophy
210095,Glennis,Male,2004-04-14 18:49:18.143158,Germany,519.58,9.6,J,35.0,2015-11-23,72.77,2016-06-01 18:42:38.359633,NSII741,Business Adm
210096,Gema,Male,2006-08-18 23:05:39.442772,Canada,817.79,6.5,H,45.0,2018-02-09,86.18,2016-04-05 15:19:18.906536,NTIS704,Computer Engg
210097,Clarine,Female,2004-05-28 11:50:10.982995,Romania,659.06,6.6,J,35.0,2017-03-11,76.82,2018-05-23 02:08:02.257133,STST760,Computer Engg
210098,Terrence,Male,2006-07-30 17:47:54.446623,Yemen,820.69,7.6,E,60.0,2021-10-10,93.89,2018-09-12 20:20:10.726246,MAMR593,Journalism
210099,Magaly,Male,2004-05-29 10:37:52.644480,Antarctica,873.96,9.7,C,70.0,2023-09-02,92.16,2017-06-26 23:40:05.800514,RUEU330,Electrical Engg
210100,Moon,Other,2006-11-25 20:18:40.266197,Mexico,805.12,6.9,G,50.0,2017-12-28,89.17,2018-02-13 02:47:15.755017,TNTT708,Philosophy
210101,Zulma,Male,2008-10-23 05:10:44.619489,Germany,953.91,9.2,A,80.0,2021-07-01,74.32,2015-07-12 00:00:51.027508,AAAA197,Philosophy
210102,Karyl,Other,2010-05-22 07:08:08.285804,Svalbard & Jan Mayen,874.73,7.9,C,70.0,2025-08-06,92.18,2024-05-23 18:54:30.599965,EUEU346,Computer Engg
210103,Lajuana,Female,2004-02-05 22:31:38.618946,Azerbaijan,560.3,5.8,J,35.0,2022-10-19,86.65,2021-04-13 13:55:18.810684,TINT725,Journalism
210104,Linh,Female,2008-03-19 15:48:07.303301,Burundi,511.43,9.2,J,35.0,2017-09-24,77.68,2022-12-26 10:14:33.836823,TNNN770,Journalism
210105,Fredric,Other,2002-07-27 04:55:21.769182,Comoros,820.51,9.6,E,60.0,2025-10-24,83.09,2022-07-18 19:38:51.388440,SASM582,Environmental Sc
210106,Xiao,Other,2003-03-29 15:23:59.739516,Solomon Islands,875.83,6.7,G,50.0,2016-08-07,85.67,2017-04-23 16:03:16.503907,INSS737,Computer Engg
210107,Janene,Female,2009-08-11 03:28:30.142873,Greenland,708.39,9.6,H,45.0,2021-10-13,71.08,2023-03-25 19:52:02.165315,INTI756,Philosophy
210108,Brandon,Female,2010-12-19 15:57:07.495776,Madagascar,593.48,8.3,J,35.0,2015-08-02,94.06,2016-11-17 21:48:22.882618,TIST766,Environmental Sc
210109,Denny,Other,2006-03-14 22:10:52.193346,Slovakia,853.52,8.6,C,70.0,2018-08-14,89.48,2015-05-10 22:59:30.774285,RRRE319,Psychology
210110,Melia,Other,2010-09-27 20:22:21.508993,Finland,691.63,7.9,J,35.0,2022-11-09,76.46,2017-06-05 00:33:11.772127,ITII776,International Business
210111,Jonelle,Other,2000-09-27 00:06:55.668813,Swaziland,731.49,8.3,H,45.0,2015-12-22,82.84,2019-12-25 01:29:52.546319,SNIN799,Journalism
210112,Lavern,Female,2010-03-28 02:55:55.761768,North Korea,741.69,8.2,H,45.0,2021-09-30,82.26,2025-06-24 06:29:58.417068,TINT790,International Business
210113,Fidel,Female,2003-05-13 13:47:49.136813,Oman,642.79,5.8,J,35.0,2016-07-21,77.71,2024-06-09 16:58:43.068890,IINT735,Philosophy
210114,Harry,Male,2003-07-17 01:00:02.177834,St. Vincent & Grenadines,614.14,7.8,J,35.0,2018-08-15,87.37,2025-05-03 12:18:32.660514,SNNT755,Finance
210115,Scottie,Other,2010-05-15 15:42:42.287699,Portugal,682.06,7.3,J,35.0,2020-03-22,95.8,2018-10-20 22:45:20.336647,NTNI781,Journalism
210116,Annalisa,Other,2001-04-07 13:49:48.125972,Chad,644.81,7.6,J,35.0,2019-05-27,71.8,2021-08-11 17:23:26.059063,SINI751,Arts
210117,Archie,Male,2000-10-21 20:14:12.778654,Central African Republic,661.62,9.1,I,40.0,2019-02-14,82.71,2022-02-20 03:28:51.250772,IIIT788,Electrical Engg
210118,Charles,Male,2000-10-09 00:26:48.066629,Nauru,765.13,8.4,G,50.0,2019-04-03,72.61,2017-11-30 06:28:50.583833,TISN761,Electrical Engg
210119,Alphonso,Male,2002-12-23 10:32:52.314478,France,853.08,8.6,C,70.0,2025-01-10,96.11,2021-02-01 21:17:32.751177,EUEE304,Electrical Engg
210120,Jonelle,Male,2009-01-04 01:30:10.548139,Bulgaria,588.81,5.1,J,35.0,2025-04-14,78.35,2022-04-07 00:32:37.070137,NNTT751,Environmental Sc
210121,Joannie,Other,2004-09-25 01:57:09.997495,Bahrain,615.3,8.1,J,35.0,2016-04-26,88.83,2018-04-25 01:20:40.074275,SINS754,Environmental Sc
210122,Hank,Female,2000-10-19 15:42:59.882159,Gibraltar,637.63,8.3,J,35.0,2018-10-08,88.08,2018-07-19 00:53:15.519610,SSTN718,Philosophy
210123,Arthur,Male,2002-11-15 00:57:14.128154,British Virgin Islands,636.85,8.4,J,35.0,2025-07-10,84.89,2024-03-31 12:36:52.539270,SIIT782,Journalism
210124,Kindra,Female,2004-12-03 23:05:50.978597,Vietnam,604.7,7.5,J,35.0,2018-08-16,77.89,2025-01-20 01:05:48.933069,SNIN762,Environmental Sc
210125,Celine,Other,2003-11-12 11:04:16.327104,South Georgia & South Sandwich Islands,886.64,10.0,C,70.0,2018-04-09,80.49,2015-02-19 05:55:37.008429,EUER308,Finance
210126,Tashia,Other,2003-11-07 23:04:20.901876,Jamaica,875.89,5.3,J,35.0,2019-10-28,77.92,2025-06-30 21:29:39.397850,TISN739,International Business
210127,Pierre,Male,2006-06-08 20:08:37.608621,Azerbaijan,580.77,6.3,J,35.0,2017-12-26,91.05,2016-11-13 17:01:57.934764,NITN745,Psychology
210128,Vennie,Female,2001-07-22 03:24:01.799957,Jordan,875.37,9.6,C,70.0,2021-03-03,97.59,2016-03-30 22:24:17.968271,RRRR340,Linguistics
210129,Nichol,Male,2007-10-06 12:11:52.487311,Gibraltar,739.73,6.3,H,45.0,2017-12-12,89.6,2016-07-30 22:18:43.666503,SNSN758,International Business
210130,Doyle,Male,2008-03-21 19:51:52.408032,Micronesia,553.84,7.6,J,35.0,2022-11-25,86.81,2024-12-18 08:44:30.627409,NTSS759,Electrical Engg
210131,Mack,Female,2008-07-24 03:39:42.265960,Puerto Rico,523.0,6.2,J,35.0,2022-01-22,92.85,2025-01-21 17:33:15.735010,NITS785,Philosophy
210132,Kevin,Female,2000-05-23 07:14:34.597262,Northern Mariana Islands,800.3,5.7,J,35.0,2023-07-17,79.9,2022-04-23 11:52:30.528984,SSNN701,Electrical Engg
210133,Fernando,Other,2001-08-03 08:34:13.964784,Djibouti,993.19,7.3,A,80.0,2016-05-14,86.37,2023-01-05 00:29:29.236824,ADID191,Psychology
210134,Eduardo,Other,2009-05-27 10:56:07.299061,St. Lucia,501.72,7.9,J,35.0,2021-11-03,73.35,2023-10-24 03:20:15.176224,TSTI746,Linguistics
210135,Arnold,Male,2003-03-14 23:38:44.516105,Rwanda,720.75,7.1,H,45.0,2023-11-22,79.57,2020-10-20 00:48:00.903491,TSSS789,Linguistics
210136,Loyd,Other,2000-10-15 06:20:55.805137,Tajikistan,631.4,5.1,J,35.0,2020-09-30,90.62,2020-09-15 13:17:34.511533,SSNN775,Finance
210137,Wilson,Male,2000-05-20 09:31:15.266192,San Marino,932.47,9.1,B,78.0,2020-02-05,82.86,2020-08-04 06:07:57.906732,AAME225,Psychology
210138,Salvador,Other,2004-05-11 22:53:05.609026,Romania,695.68,8.0,J,35.0,2025-07-20,76.05,2025-11-03 17:40:51.597615,ISTT789,Civil Engg
210139,Myron,Male,2010-01-19 06:58:22.712700,Laos,716.45,9.1,H,45.0,2019-04-06,70.49,2023-09-04 10:26:08.997748,INTT755,Civil Engg
210140,Ricardo,Other,2006-05-13 08:39:20.584968,Pakistan,626.34,5.0,J,35.0,2025-07-05,94.01,2016-10-21 22:14:41.744225,INSN765,Linguistics
210141,Jospeh,Male,2000-09-05 20:05:33.850924,Dominican Republic,769.59,8.8,G,50.0,2020-04-30,92.88,2023-04-15 18:56:17.872248,TSST777,Journalism
210142,Archie,Male,2004-08-17 04:45:09.200938,Canary Islands,652.26,8.7,J,35.0,2020-12-10,76.92,2016-03-09 21:35:31.332936,TNNS767,Journalism
210143,Stacy,Other,2004-10-07 13:04:40.440084,Réunion,781.9,6.8,G,50.0,2017-12-27,77.68,2024-03-09 02:55:01.488567,SSIN731,Philosophy
210144,Jonah,Male,2007-10-17 00:55:16.676609,Trinidad & Tobago,655.88,7.5,J,35.0,2024-12-27,86.4,2020-08-25 00:46:08.723107,TSIS725,Aerospace Engg
210145,Vito,Female,2002-11-26 12:02:47.676221,Gibraltar,915.03,9.9,B,78.0,2025-08-22,93.2,2021-06-16 18:47:58.584523,EAME293,Finance
210146,Ema,Male,2003-05-25 00:00:12.546559,Diego Garcia,581.28,7.5,J,35.0,2022-01-11,85.4,2024-09-13 10:50:08.289371,NSTT775,Finance
210147,Damon,Other,2005-12-04 13:11:16.419090,Zambia,918.5,9.5,B,78.0,2017-03-04,87.65,2016-03-04 21:45:46.114005,RMAE281,International Business
210148,Shantelle,Female,2008-08-07 16:57:11.435307,Peru,999.65,8.0,A,80.0,2022-09-19,78.13,2024-02-01 23:22:35.254456,AAAI159,Philosophy
210149,Mozella,Other,2001-02-26 16:38:49.915660,United Arab Emirates,930.04,8.3,B,78.0,2016-10-15,88.49,2024-05-25 07:15:33.062775,EMRA223,Computer Engg
210150,Manuel,Female,2001-03-26 05:12:02.244758,Spain,618.84,6.4,J,35.0,2024-04-13,80.56,2020-12-06 19:08:03.434741,IINS794,International Business
210151,Earnest,Male,2005-08-01 04:34:40.622214,Sweden,873.51,8.5,C,70.0,2025-05-17,71.37,2025-10-14 19:07:28.761002,UEUE371,Arts
210152,Pasquale,Female,2003-11-17 08:01:01.045351,Ireland,903.83,7.1,D,65.0,2015-05-11,89.4,2018-09-19 06:50:16.098961,PPNN473,Computer Engg
210153,Madie,Other,2010-02-12 14:47:15.783876,Lesotho,848.29,9.2,E,60.0,2016-08-04,70.42,2025-02-25 09:06:11.181771,RAAA508,Aerospace Engg
210154,Anthony,Male,2010-10-31 23:49:52.647744,Solomon Islands,527.46,9.0,J,35.0,2016-04-19,78.41,2016-01-17 21:41:11.321409,SSTT745,Computer Engg
210155,Vanetta,Other,2007-10-07 16:22:02.075339,Somalia,616.0,8.2,J,35.0,2018-03-10,96.78,2017-05-26 02:03:27.074679,IITT756,Civil Engg
210156,Francesco,Female,2003-03-15 12:32:50.466339,New Zealand,805.87,6.7,G,50.0,2021-07-20,72.41,2024-04-08 01:02:00.468613,TNTN718,Finance
210157,Willis,Female,2007-06-18 11:53:45.177716,Angola,759.07,6.1,H,45.0,2025-02-17,71.19,2021-05-20 23:21:19.260883,ISNI703,Civil Engg
210158,Rachal,Female,2006-01-05 04:06:44.012230,Poland,771.66,5.9,J,35.0,2022-06-05,98.73,2016-07-18 22:45:40.917396,INSI785,Finance
210159,Les,Other,2001-03-04 22:01:40.168337,Antigua & Barbuda,635.07,5.8,J,35.0,2025-07-08,79.22,2021-06-05 14:12:02.329800,IINS771,Journalism
210160,Kirstie,Other,2003-12-08 10:42:46.172483,British Virgin Islands,903.09,8.7,B,78.0,2016-10-08,80.62,2025-04-12 17:06:51.086884,RERA201,Environmental Sc
210161,Cornelius,Other,2001-10-09 12:27:41.190938,French Southern Territories,890.57,5.6,J,35.0,2019-11-27,83.0,2017-02-16 12:47:58.759453,TTSI799,Linguistics
210162,Josh,Other,2003-11-17 19:03:17.517662,Slovakia,986.15,7.0,G,50.0,2017-05-02,98.12,2019-08-30 01:39:55.039386,SSSN743,Philosophy
210163,Elijah,Male,2006-07-03 04:36:53.169712,Angola,937.03,9.3,B,78.0,2018-03-03,82.1,2019-11-13 20:53:28.298372,MMRE259,Psychology
210164,Thersa,Male,2000-02-28 02:17:38.996851,France,832.58,5.5,J,35.0,2017-12-15,97.61,2017-01-26 11:09:28.107429,INNT739,Aerospace Engg
210165,Eveline,Other,2003-06-16 23:47:57.463449,St. Kitts & Nevis,782.24,7.8,G,50.0,2025-07-31,82.37,2023-08-06 23:39:16.484365,ITNT760,Psychology
210166,Joe,Other,2010-03-09 12:53:07.779526,Equatorial Guinea,623.19,5.7,J,35.0,2019-09-08,79.07,2020-06-12 12:10:54.269748,INIS735,Journalism
210167,Elvis,Other,2008-01-21 20:03:07.488533,Sri Lanka,715.84,8.4,H,45.0,2024-07-18,92.11,2015-11-25 00:44:49.355911,TNIN780,Linguistics
210168,Luciano,Male,2005-04-23 08:07:19.229850,Kazakhstan,762.7,5.4,J,35.0,2022-05-04,94.62,2023-03-11 11:28:36.277640,INST755,Computer Engg
210169,Sydney,Other,2009-08-12 03:52:39.737400,Turkmenistan,921.46,7.4,B,78.0,2025-08-22,95.73,2016-02-28 18:08:30.238092,MRAA271,Linguistics
210170,Darren,Male,2001-10-03 21:23:06.267144,Suriname,565.84,6.9,J,35.0,2024-03-05,94.41,2021-01-08 07:30:00.809201,NSII729,Finance
210171,Francisco,Female,2004-03-23 10:14:03.205613,Dominica,745.25,9.0,H,45.0,2018-02-20,92.95,2023-11-13 19:30:04.140143,SNSI712,Linguistics
210172,Millard,Female,2005-04-18 06:48:18.425901,Venezuela,515.16,9.5,J,35.0,2019-11-14,70.44,2017-03-06 07:51:31.456773,NIII721,Civil Engg
